# WELL TRACE FROM PETREL 
# WELL NAME:              F-12
# DEFINITIVE SURVEY:      REF
# WELL HEAD X-COORDINATE: 435050.21000000 (m)
# WELL HEAD Y-COORDINATE: 6478566.23000000 (m)
# WELL DATUM (KB, Kelly bushing, from MSL): 54.90000000 (m)
# WELL TYPE:              OIL
# MD AND TVD ARE REFERENCED (=0) AT WELL DATUM AND INCREASE DOWNWARDS
# ANGLES ARE GIVEN IN DEGREES
# XYZ TRACE IS GIVEN IN COORDINATE SYSTEM ED50-UTM31 ("MENTOR:ED50-UTM31:European 1950 Based UTM, Zone 31 North, Meter") [SIS,501080]
# AZIM_TN: azimuth in True North 
# AZIM_GN: azimuth in Grid North 
# DX DY ARE GIVEN IN GRID NORTH IN m-UNITS
# DEPTH (Z, tvd_z) GIVEN IN m-UNITS
#===============================================================================================================================================
      MD            X            Y            Z           TVD           DX          DY        AZIM_TN        INCL         DLS        AZIM_GN
 2333.0000000 434628.09566 6478444.1767 -2198.162526 2253.0625258 -422.1143448 -122.0533494 160.57198278 10.990000000 1.6116462529 161.52000000
 2338.0000000 434628.41125 6478443.2683 -2203.069103 2257.9691031 -421.7987465 -122.9617459 159.22754440 11.197103946 1.9881784774 160.17556162
 2343.0000000 434628.75398 6478442.3505 -2207.972121 2262.8721209 -421.4560203 -123.8794705 157.93198278 11.410000000 1.9881784774 158.88000000
 2348.0000000 434629.12390 6478441.4254 -2212.871777 2267.7717773 -421.0861044 -124.8045505 156.59175909 11.587008238 1.9228185855 157.53977631
 2353.0000000 434629.52106 6478440.4950 -2217.768278 2272.6682780 -420.6889373 -125.7350142 155.29198278 11.770000000 1.9228185855 156.24000000
 2358.0000000 434629.94547 6478439.5569 -2222.661027 2277.5610266 -420.2645323 -126.6731409 154.13973028 12.007733013 2.0156693563 155.08774750
 2363.0000000 434630.39710 6478438.6088 -2227.549417 2282.4494172 -419.8129045 -127.6212079 153.03198278 12.250000000 2.0156693563 153.98000000
 2368.0000000 434630.87619 6478437.6499 -2232.433079 2287.3330795 -419.3338062 -128.5800775 151.98522862 12.518060637 2.0978146853 152.93324584
 2373.0000000 434631.38301 6478436.6794 -2237.311634 2292.2116340 -418.8269913 -129.5506101 150.98198278 12.790000000 2.0978146853 151.93000000
 2378.0000000 434631.91834 6478435.6976 -2242.184877 2297.0848768 -418.2916556 -130.5324278 149.93029855 13.067961540 2.1850571018 150.87831577
 2383.0000000 434632.48300 6478434.7048 -2247.052594 2301.9525939 -417.7269966 -131.5251507 148.92198278 13.350000000 2.1850571018 149.87000000
 2388.0000000 434633.07984 6478433.7002 -2251.914012 2306.8140124 -417.1301569 -132.5298010 147.76918002 13.692461086 2.6147421314 148.71719724
 2393.0000000 434633.71171 6478432.6826 -2256.768303 2311.6683030 -416.4982871 -133.5473888 146.67198278 14.040000000 2.6147421314 147.62000000
 2398.0000000 434634.37687 6478431.6533 -2261.615658 2316.5156581 -415.8331270 -134.5767427 145.70188901 14.348109802 2.3354393227 146.64990623
 2403.0000000 434635.07359 6478430.6133 -2266.456308 2321.3563084 -415.1364128 -135.6166985 144.77198278 14.660000000 2.3354393227 145.72000000
 2408.0000000 434635.80315 6478429.5626 -2271.289779 2326.1897788 -414.4068501 -136.6674373 143.79583073 14.998011274 2.5218431296 144.74384795
 2413.0000000 434636.56685 6478428.5009 -2276.115570 2331.0155698 -413.6431499 -137.7291343 142.86198278 15.340000000 2.5218431296 143.81000000
 2418.0000000 434637.36329 6478427.4311 -2280.934272 2335.8342725 -412.8467066 -138.7989277 141.91601030 15.613043961 2.2310482502 142.86402752
 2423.0000000 434638.19109 6478426.3560 -2285.746515 2340.6465154 -412.0189098 -139.8739634 141.00198278 15.890000000 2.2310482502 141.95000000
 2428.0000000 434639.04808 6478425.2777 -2290.552907 2345.4529074 -411.1619196 -140.9522867 140.15612994 16.103378714 1.8960720795 141.10414715
 2433.0000000 434639.93211 6478424.1980 -2295.354095 2350.2540947 -410.2778905 -142.0319509 139.33198278 16.320000000 1.8960720795 140.28000000
 2438.0000000 434640.84202 6478423.1173 -2300.150190 2355.0501903 -409.3679804 -143.1127325 138.58833193 16.518714997 1.7355608191 139.53634914
 2443.0000000 434641.77665 6478422.0356 -2304.941323 2359.8413231 -408.4333453 -144.1944113 137.86198278 16.720000000 1.7355608191 138.81000000
 2448.0000000 434642.73952 6478420.9552 -2309.727140 2364.6271395 -407.4704786 -145.2748300 136.83389917 16.942493921 2.2298239121 137.78191639
 2453.0000000 434643.73411 6478419.8782 -2314.507233 2369.4072332 -406.4758853 -146.3518191 135.83198278 17.170000000 2.2298239121 136.78000000
 2458.0000000 434644.76053 6478418.8039 -2319.281201 2374.1812007 -405.4494687 -147.4260997 134.88904864 17.417844495 2.2449522144 135.83706586
 2463.0000000 434645.81887 6478417.7316 -2324.048637 2378.9486369 -404.3911335 -148.4983922 133.97198278 17.670000000 2.2449522144 134.92000000
 2463.7750000 434645.98577 6478417.5656 -2324.786991 2379.6869908 -404.2242344 -148.6644182 133.83167671 17.709950435 2.2616913666 134.77969393
 2464.5500000 434646.15344 6478417.3996 -2325.525180 2380.4251801 -404.0565640 -148.8303984 133.69198278 17.750000000 2.2616913666 134.64000000
 2474.2800000 434648.31486 6478415.3307 -2334.783343 2389.6833433 -401.8951377 -150.8992966 131.92198897 18.084729841 1.9706520043 132.87000618
 2484.0100000 434650.57913 6478413.2913 -2344.023443 2398.9234432 -399.6308723 -152.9386876 130.21562441 18.435020034 1.9706520043 131.16364163
 2493.7400000 434652.94595 6478411.2817 -2353.244330 2408.1443298 -397.2640497 -154.9483176 128.57198278 18.800000000 1.9706520043 129.52000000
 2507.8500000 434656.53464 6478408.3946 -2366.580792 2421.4807918 -393.6753627 -157.8353646 127.18262392 19.320275319 1.4676497251 128.13064114
 2521.9600000 434660.28739 6478405.5189 -2379.874446 2434.7744461 -389.9226104 -160.7110810 125.86406976 19.850535294 1.4676497251 126.81208698
 2536.0700000 434664.20366 6478402.6550 -2393.123363 2448.0233634 -386.0063374 -163.5750491 124.61198278 20.390000000 1.4676497251 125.56000000
 2549.7100000 434668.10484 6478399.8596 -2405.890491 2460.7904906 -382.1051585 -166.3703902 124.73678659 20.826581625 0.9650714215 125.68480381
 2563.3500000 434672.07887 6478396.9992 -2418.620662 2473.5206615 -378.1311326 -169.2307881 124.85668807 21.263250041 0.9650714215 125.80470529
 2576.9900000 434676.12551 6478394.0739 -2431.313130 2486.2131296 -374.0844926 -172.1560750 124.97198278 21.700000000 0.9650714215 125.92000000
 2587.2225000 434679.27339 6478391.8091 -2440.781571 2495.6815705 -370.9366063 -174.4208952 124.60899081 22.858977357 3.4217858084 125.55700803
 2597.4550000 434682.59037 6478389.4529 -2450.169582 2505.0695816 -367.6196289 -176.7771267 124.27925257 24.018702502 3.4217858084 125.22726979
 2607.6875000 434686.07506 6478387.0062 -2459.473268 2514.3732675 -364.1349368 -179.2237921 123.97817890 25.179071849 3.4217858084 124.92619612
 2617.9200000 434689.72602 6478384.4701 -2468.688768 2523.5887680 -360.4839759 -181.7598760 123.70198278 26.340000000 3.4217858084 124.65000000
 2628.0150000 434693.49648 6478381.9056 -2477.694221 2532.5942214 -356.7135217 -184.3244082 122.86155722 27.388451296 3.3137840282 123.80957444
 2638.1100000 434697.44003 6478379.3042 -2486.614501 2541.5145014 -352.7699737 -186.9258140 122.07860168 28.441593819 3.3137840282 123.02661890
 2648.2050000 434701.55517 6478376.6669 -2495.446229 2550.3462295 -348.6548255 -189.5631079 121.34714521 29.498922455 3.3137840282 122.29516243
 2658.3000000 434705.84036 6478373.9947 -2504.186061 2559.0860606 -344.3696357 -192.2352910 120.66198278 30.560000000 3.3137840282 121.61000000
 2668.4925000 434710.31920 6478371.2981 -2512.934458 2567.8344580 -339.8907984 -194.9319031 119.55460198 31.184315410 2.4846585446 120.50261920
 2678.6850000 434714.93130 6478368.6392 -2521.624920 2576.5249202 -335.2786963 -197.5908195 118.48666968 31.817774929 2.4846585446 119.43468690
 2688.8775000 434719.67567 6478366.0185 -2530.255561 2585.1555606 -330.5343305 -200.2114633 117.45637915 32.459838305 2.4846585446 118.40439636
 2699.0700000 434724.55127 6478363.4367 -2538.824506 2593.7245058 -325.6587308 -202.7932655 116.46198278 33.110000000 2.4846585446 117.41000000
 2709.0100000 434729.41781 6478360.9364 -2547.121892 2602.0218923 -320.7921912 -205.2936437 116.03270023 33.710415710 1.9474829678 116.98071745
 2718.9500000 434734.38008 6478358.4329 -2555.361399 2610.2613987 -315.8299168 -207.7971264 115.61671044 34.312270369 1.9474829678 116.56472766
 2728.8900000 434739.43746 6478355.9266 -2563.541980 2618.4419798 -310.7725370 -210.3033959 115.21334655 34.915488612 1.9474829678 116.16136377
 2738.8300000 434744.58931 6478353.4179 -2571.662598 2626.5625980 -305.6206933 -212.8121345 114.82198278 35.520000000 1.9474829678 115.77000000
 2746.9160000 434748.88511 6478351.3640 -2578.196599 2633.0965994 -301.3248868 -214.8659634 114.39290489 36.663330336 4.3442878147 115.34092211
 2755.0020000 434753.31298 6478349.2866 -2584.634194 2639.5341936 -296.8970172 -216.9434191 113.98624787 37.808119362 4.3442878147 114.93426509
 2763.0880000 434757.87107 6478347.1864 -2590.972692 2645.8726921 -292.3389337 -219.0436338 113.60002273 38.954236056 4.3442878147 114.54803995
 2771.1740000 434762.55746 6478345.0643 -2597.209448 2652.1094477 -287.6525401 -221.1657306 113.23246051 40.101564127 4.3442878147 114.18047773
 2779.2600000 434767.37021 6478342.9212 -2603.341856 2658.2418556 -282.8397935 -223.3088230 112.88198278 41.250000000 4.3442878147 113.83000000
 2789.4500000 434773.58528 6478340.2015 -2610.943016 2665.8430158 -276.6247249 -226.0284631 112.49312381 42.268193580 3.0930603468 113.44114103
 2799.6400000 434779.94145 6478337.4704 -2618.422304 2673.3223040 -270.2685466 -228.7596023 112.11918944 43.287650327 3.0930603468 113.06720666
 2809.8300000 434786.43660 6478334.7287 -2625.777206 2680.6772055 -263.7733956 -231.5013224 111.75912921 44.308279932 3.0930603468 112.70714642
 2820.0200000 434793.06854 6478331.9773 -2633.005248 2687.9052476 -257.1414559 -234.2527015 111.41198278 45.330000000 3.0930603468 112.36000000
 2830.0200000 434799.71873 6478329.3039 -2639.975804 2694.8758036 -250.4912699 -236.9261267 110.50043228 46.287412979 3.4776533463 111.44844950
 2840.0200000 434806.51811 6478326.6934 -2646.825129 2701.7251291 -243.6918889 -239.5366474 109.61765356 47.251841446 3.4776533463 110.56567077
 2850.0200000 434813.46390 6478324.1468 -2653.550420 2708.4504203 -236.7460959 -242.0831950 108.76201611 48.222841354 3.4776533463 109.71003333
 2860.0200000 434820.55327 6478321.6653 -2660.148925 2715.0489246 -229.6567341 -244.5647272 107.93198278 49.200000000 3.4776533463 108.88000000
 2870.1275000 434827.84925 6478319.2529 -2666.711415 2721.6114154 -222.3607484 -246.9771331 106.77023553 49.828362701 3.2180591471 107.71825275
 2880.2350000 434835.26115 6478316.9662 -2673.188429 2728.0884287 -214.9488514 -249.2637682 105.62999402 50.468122124 3.2180591471 106.57801124
 2890.3425000 434842.78630 6478314.8062 -2679.577645 2734.4776453 -207.4236973 -251.4238138 104.51075092 51.118816805 3.2180591471 105.45876813
 2900.4500000 434850.42202 6478312.7735 -2685.876777 2740.7767772 -199.7879804 -253.4564963 103.41198278 51.780000000 3.2180591471 104.36000000
 2913.5400000 434860.43334 6478310.2683 -2693.924679 2748.8246792 -189.7766557 -255.9617253 102.79271980 52.343515514 1.7090239372 103.74073702
 2926.6300000 434870.54765 6478307.8522 -2701.870367 2756.7703668 -179.6623465 -258.3777505 102.18281222 52.910219365 1.7090239372 103.13082944
 2939.7200000 434880.76323 6478305.5258 -2709.712494 2764.6124940 -169.4467661 -260.7041628 101.58198278 53.480000000 1.7090239372 102.53000000
 2953.2433333 434891.38497 6478303.1485 -2717.732763 2772.6327635 -158.8250315 -263.0814704 101.75324062 53.769759197 0.7118693162 102.70125784
 2966.7666667 434902.03900 6478300.7307 -2725.697842 2780.5978424 -148.1710021 -265.4993447 101.92323344 54.059760638 0.7118693162 102.87125066
 2980.2900000 434912.72499 6478298.2723 -2733.607481 2788.5074811 -137.4850121 -267.9577096 102.09198278 54.350000000 0.7118693162 103.04000000
 2994.4500000 434923.94753 6478295.6544 -2741.830243 2796.7302435 -126.2624673 -270.5755715 102.27265134 54.649866575 0.7076201890 103.22066856
 3008.6100000 434935.20353 6478292.9915 -2749.992534 2804.8925337 -115.0064728 -273.2385488 102.45198278 54.950000000 0.7076201890 103.40000000
 3021.6150000 434945.56773 6478290.6043 -2757.471420 2812.3714204 -104.6422689 -275.6257201 101.59273356 54.840837945 1.6410103739 102.54075078
 3034.6200000 434955.95305 6478288.3759 -2764.970001 2819.8700007 -94.25694540 -277.8540843 100.73123958 54.737758407 1.6410103739 101.67925680
 3047.6250000 434966.35790 6478286.3067 -2772.487119 2827.3871188 -83.85210333 -279.9232978 99.867616419 54.640800178 1.6410103739 100.81563364
 3060.6300000 434976.78065 6478284.3970 -2780.021616 2834.9216160 -73.42934659 -281.8330417 99.001982782 54.550000000 1.6410103739 99.950000000
 3067.5033333 434982.29524 6478283.4746 -2784.016463 2838.9164633 -67.91476423 -282.7554380 98.092411225 54.379778489 3.3149439154 99.040428444
 3074.3766667 434987.81227 6478282.6417 -2788.027576 2842.9275763 -62.39772526 -283.5882539 97.179037814 54.216421896 3.3149439154 98.127055032
 3081.2500000 434993.33080 6478281.8987 -2792.054250 2846.9542502 -56.87919906 -284.3313433 96.261982782 54.060000000 3.3149439154 97.210000000
 3099.7000000 435008.14610 6478280.0899 -2802.893123 2857.7931229 -42.06389882 -286.1400825 95.762918131 53.984592107 0.6680406275 96.710935349
 3118.1500000 435022.96262 6478278.4120 -2813.751367 2868.6513672 -27.24738031 -287.8180019 95.262910753 53.911255623 0.6680406275 96.210927971
 3136.6000000 435037.77959 6478276.8650 -2824.628425 2879.5284247 -12.43040537 -289.3650152 94.761982782 53.840000000 0.6680406275 95.710000000
 3148.5700000 435047.38626 6478275.8357 -2831.690079 2886.5900794 -2.823741315 -290.3942505 95.572376966 53.854545017 1.6403768093 96.520394184
 3160.5400000 435056.97952 6478274.6705 -2838.748820 2893.6488198 6.7695203007 -291.5594845 96.382414325 53.874547276 1.6403768093 97.330431544
 3172.5100000 435066.55813 6478273.3694 -2845.803725 2900.7037248 16.348127641 -292.8605651 97.191982782 53.900000000 1.6403768093 98.140000000
 3183.4800000 435075.31946 6478272.0546 -2852.268651 2907.1686508 25.109458600 -294.1753879 97.981628734 53.882220268 1.7453045531 98.929645952
 3194.4500000 435084.06014 6478270.6194 -2858.735926 2913.6359259 33.850142183 -295.6105777 98.771580206 53.869624598 1.7453045531 99.719597425
 3205.4200000 435092.77909 6478269.0640 -2865.204748 2920.1047477 42.569093945 -297.1659563 99.561733031 53.862217045 1.7453045531 100.50975025
 3216.3900000 435101.47523 6478267.3887 -2871.674314 2926.5743136 51.265232135 -298.8413308 100.35198278 53.860000000 1.7453045531 101.30000000
 3229.9433333 435112.17929 6478265.1824 -2879.684524 2934.5845243 61.969293680 -301.0475857 101.04553495 53.682627664 1.2991036485 101.99355217
 3243.4966667 435122.83181 6478262.8517 -2887.728160 2942.6281598 72.621809380 -303.3782888 101.74221462 53.509279771 1.2991036485 102.69023184
 3257.0500000 435133.43166 6478260.3968 -2895.804376 2950.7043761 83.221661500 -305.8331957 102.44198278 53.340000000 1.2991036485 103.39000000
 3270.4933333 435143.91151 6478257.8249 -2903.816748 2958.7167482 93.701513865 -308.4050882 103.23850538 53.491409512 1.4667507627 104.18652260
 3283.9366667 435154.37548 6478255.1025 -2911.800068 2966.7000676 104.16547880 -311.1275437 104.03186406 53.648093253 1.4667507627 104.97988128
 3297.3800000 435164.82218 6478252.2298 -2919.753284 2974.6532837 114.61217931 -314.0002040 104.82198278 53.810000000 1.4667507627 105.77000000
 3310.7966667 435175.21243 6478249.2547 -2927.697856 2982.5978555 125.00242532 -316.9753143 105.23941464 53.571864118 0.9215577442 106.18743185
 3324.2133333 435185.54899 6478246.2130 -2935.687157 2990.5871572 135.33899450 -320.0169592 105.65940732 53.335190206 0.9215577442 106.60742454
 3337.6300000 435195.83135 6478243.1050 -2943.720775 2998.6207753 145.62135202 -323.1249813 106.08198278 53.100000000 0.9215577442 107.03000000
 3356.5200000 435210.27415 6478238.7114 -2955.068680 3009.9686800 160.06414768 -327.5185643 105.86211273 53.054797108 0.2882379084 106.81012995
 3375.4100000 435224.72517 6478234.3759 -2966.428442 3021.3284419 174.51516846 -331.8540968 105.64198278 53.010000000 0.2882379084 106.59000000
 3395.9800000 435240.46368 6478229.6548 -2978.795624 3033.6956243 190.25367501 -336.5751585 105.85716608 53.074806264 0.2679959487 106.80518330
 3416.5500000 435256.19776 6478224.8707 -2991.144151 3046.0441514 205.98776340 -341.3593219 106.07198278 53.140000000 0.2679959487 107.02000000
 3436.3500000 435271.33789 6478220.2563 -3003.033177 3057.9331767 221.12789459 -345.9737059 105.93213898 53.054917837 0.2129005873 106.88015620
 3456.1500000 435286.47236 6478215.6840 -3014.945678 3069.8456781 236.26236046 -350.5459776 105.79198278 52.970000000 0.2129005873 106.74000000
 3469.2733333 435296.50921 6478212.7017 -3022.852162 3077.7521624 246.29921155 -353.5282749 105.40898850 52.935433430 0.7032446857 106.35700572
 3482.3966667 435306.56128 6478209.7879 -3030.764852 3085.6648519 256.35128215 -356.4420798 105.02565125 52.902099238 0.7032446857 105.97366846
 3495.5200000 435316.62828 6478206.9427 -3038.683518 3093.5835183 266.41828248 -359.2873082 104.64198278 52.870000000 0.7032446857 105.59000000
 3520.0000000 435335.42081 6478201.6993 -3053.460271 3108.3602710 285.21080500 -364.5307277 104.64198278 52.870000000 0.0000000000 105.59000000
